_cid,player_name,key_mlbam,year,position,guarantee_total_real_2025,term_start_year,ISI_lb3_lamdba_35,isi_D_days_lb3_lamdba_35,isi_N_stints_lb3_lamdba_35,recency_weighted_days_lb3_lamdba_35,recency_weighted_days_rate_lb3_lamdba_35,durability_days_rate_lb3_lamdba_35,injury_burden_lb3_lamdba_35,any_surgery_flag_lb3_lamdba_35,any_structural_flag_lb3_lamdba_35,any_tier3_plus_flag_lb3_lamdba_35,arm_days_lb3_lamdba_35,arm_share_days_lb3_lamdba_35,isi_window_seasons_avail_lb3_lamdba_35,isi_full_window_flag_lb3_lamdba_35,ISI_lb3_lamdba_5,isi_D_days_lb3_lamdba_5,isi_N_stints_lb3_lamdba_5,recency_weighted_days_lb3_lamdba_5,recency_weighted_days_rate_lb3_lamdba_5,durability_days_rate_lb3_lamdba_5,injury_burden_lb3_lamdba_5,any_surgery_flag_lb3_lamdba_5,any_structural_flag_lb3_lamdba_5,any_tier3_plus_flag_lb3_lamdba_5,arm_days_lb3_lamdba_5,arm_share_days_lb3_lamdba_5,isi_window_seasons_avail_lb3_lamdba_5,isi_full_window_flag_lb3_lamdba_5,ISI_lb3_lamdba_7,isi_D_days_lb3_lamdba_7,isi_N_stints_lb3_lamdba_7,recency_weighted_days_lb3_lamdba_7,recency_weighted_days_rate_lb3_lamdba_7,durability_days_rate_lb3_lamdba_7,injury_burden_lb3_lamdba_7,any_surgery_flag_lb3_lamdba_7,any_structural_flag_lb3_lamdba_7,any_tier3_plus_flag_lb3_lamdba_7,arm_days_lb3_lamdba_7,arm_share_days_lb3_lamdba_7,isi_window_seasons_avail_lb3_lamdba_7,isi_full_window_flag_lb3_lamdba_7,ISI_lb5_lamdba_35,isi_D_days_lb5_lamdba_35,isi_N_stints_lb5_lamdba_35,recency_weighted_days_lb5_lamdba_35,recency_weighted_days_rate_lb5_lamdba_35,durability_days_rate_lb5_lamdba_35,injury_burden_lb5_lamdba_35,any_surgery_flag_lb5_lamdba_35,any_structural_flag_lb5_lamdba_35,any_tier3_plus_flag_lb5_lamdba_35,arm_days_lb5_lamdba_35,arm_share_days_lb5_lamdba_35,isi_window_seasons_avail_lb5_lamdba_35,isi_full_window_flag_lb5_lamdba_35,ISI_lb5_lamdba_5,isi_D_days_lb5_lamdba_5,isi_N_stints_lb5_lamdba_5,recency_weighted_days_lb5_lamdba_5,recency_weighted_days_rate_lb5_lamdba_5,durability_days_rate_lb5_lamdba_5,injury_burden_lb5_lamdba_5,any_surgery_flag_lb5_lamdba_5,any_structural_flag_lb5_lamdba_5,any_tier3_plus_flag_lb5_lamdba_5,arm_days_lb5_lamdba_5,arm_share_days_lb5_lamdba_5,isi_window_seasons_avail_lb5_lamdba_5,isi_full_window_flag_lb5_lamdba_5,ISI_lb5_lamdba_7,isi_D_days_lb5_lamdba_7,isi_N_stints_lb5_lamdba_7,recency_weighted_days_lb5_lamdba_7,recency_weighted_days_rate_lb5_lamdba_7,durability_days_rate_lb5_lamdba_7,injury_burden_lb5_lamdba_7,any_surgery_flag_lb5_lamdba_7,any_structural_flag_lb5_lamdba_7,any_tier_3plus_flag_lb5_lamdba_7,arm_days_lb5_lamdba_7,arm_share_days_lb5_lamdba_7,isi_window_seasons_avail_lb5_lamdba_7,isi_full_window_flag_lb5_lamdba_7
361,"Ohtani, Shohei",660271,2024,rhp-s,717582387.2,2024,0.072266207,0,1,0,0,0,0,0,0,0,0,0,3,TRUE,0.072266207,0,1,0,0,0,0,0,0,0,0,0,3,TRUE,0.072266207,0,1,0,0,0,0,0,0,0,0,0,3,TRUE,0.072266207,0,1,0,0,0,0,0,0,0,0,0,4,FALSE,0.072266207,0,1,0,0,0,0,0,0,0,0,0,4,FALSE,0.072266207,0,1,0,0,0,0,0,0,0,0,0,4,FALSE
362,"Snell, Blake",605483,2025,lhp-s,182000000,2025,0.193235363,108,3,57.82883493,0.023448428,0.098630137,0.023177737,0,0,0,0,0,3,TRUE,0.190289564,108,3,43.6359754,0.017693509,0.098630137,0.017538801,0,0,0,0,0,3,TRUE,0.187573977,108,3,30.5522786,0.012388334,0.098630137,0.012312226,0,0,0,0,0,3,TRUE,0.236848136,129,6,62.17599354,0.015126668,0.070684932,0.015013401,0,0,0,0,0,5,TRUE,0.234788358,129,6,45.84935911,0.011154595,0.070684932,0.011092841,0,0,0,0,0,5,TRUE,0.232979076,129,6,31.45217326,0.007651934,0.070684932,0.007622806,0,0,0,0,0,5,TRUE
363,"Freeman, Freddie",518692,2022,1b,178027961.5,2022,0.082037859,23,1,9.587826453,0.003887671,0.021004566,0.003880133,0,0,0,0,0,2,FALSE,0.081353335,23,1,6.589610328,0.002671954,0.021004566,0.002668391,0,0,0,0,0,2,FALSE,0.080761369,23,1,3.996800699,0.001620622,0.021004566,0.00161931,0,0,0,0,0,2,FALSE,0.078129198,23,1,9.587826453,0.002332602,0.01260274,0.002329886,0,0,0,0,0,2,FALSE,0.077718483,23,1,6.589610328,0.001603173,0.01260274,0.001601889,0,0,0,0,0,2,FALSE,0.077363304,23,1,3.996800699,0.000972373,0.01260274,0.000971901,0,0,0,0,0,2,FALSE
364,"Bauer, Trevor",,2021,rhp-s,130544945.9,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
365,"Scott, Tanner",656945,2025,lhp-c,72000000,2025,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0.117246661,11,2,3.0245356,0.000735833,0.006027397,0.000735562,0,1,0,0,0,5,TRUE,0.117093552,11,2,1.53996172,0.000374654,0.006027397,0.000374584,0,1,0,0,0,5,TRUE,0.116999303,11,2,0.626101713,0.000152323,0.006027397,0.000152311,0,1,0,0,0,5,TRUE
366,"Hernández, Teoscar",606192,2025,lf,66000000,2025,0.081788169,24,1,7.050184808,0.002858708,0.021917808,0.00285463,0,0,0,0,0,3,TRUE,0.081130724,24,1,4.170574643,0.001691084,0.021917808,0.001689656,0,0,0,0,0,3,TRUE,0.080651379,24,1,2.071046076,0.000839767,0.021917808,0.000839415,0,0,0,0,0,3,TRUE,0.156486108,52,3,12.17394653,0.002961774,0.028493151,0.002957397,0,0,0,0,0,5,TRUE,0.155731535,52,3,6.665567934,0.001621652,0.028493151,0.001620339,0,0,0,0,0,5,TRUE,0.155234007,52,3,3.033609334,0.00073804,0.028493151,0.000737768,0,0,0,0,0,5,TRUE
367,"Taylor, Chris",,2022,cf,65936282.04,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
368,"Turner, Justin",,2021,3b,40350255.99,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
369,"Hernández, Teoscar",606192,2024,rf,24090265.86,2024,0.131480458,41,2,14.99856938,0.006081618,0.037442922,0.006063199,0,0,0,0,0,3,TRUE,0.130300481,41,2,9.830272163,0.003985977,0.037442922,0.003978054,0,0,0,0,0,3,TRUE,0.129343242,41,2,5.637565613,0.002285919,0.037442922,0.002283311,0,0,0,0,0,3,TRUE,0.157184971,52,3,17.27565246,0.004202957,0.028493151,0.00419415,0,0,0,0,0,4,FALSE,0.156323877,52,3,10.98966363,0.002673652,0.028493151,0.002670084,0,0,0,0,0,4,FALSE,0.155655285,52,3,6.108939009,0.001486231,0.028493151,0.001485128,0,0,0,0,0,4,FALSE
370,"Treinen, Blake",595014,2025,rhp,22000000,2025,0.299936456,246,5,126.3898216,0.051248527,0.224657534,0.049978531,1,1,1,172,0.699186992,3,TRUE,0.293211073,246,5,84.50949177,0.034266897,0.224657534,0.033692863,1,1,1,172,0.699186992,3,TRUE,0.287707339,246,5,51.14714303,0.020739136,0.224657534,0.020527008,1,1,1,172,0.699186992,3,TRUE,0.254684047,246,5,126.3898216,0.030749116,0.134794521,0.030285835,1,1,1,172,0.699186992,5,TRUE,0.250648817,246,5,84.50949177,0.020560138,0.134794521,0.020351631,1,1,1,172,0.699186992,5,TRUE,0.247346577,246,5,51.14714303,0.012443482,0.134794521,0.012366698,1,1,1,172,0.699186992,5,TRUE
371,"Kershaw, Clayton",477132,2023,lhp-s,21107502.64,2023,0.257207168,147,5,97.67378978,0.039604754,0.134246575,0.038840597,0,1,0,72,0.489795918,3,TRUE,0.253021227,147,5,72.18777037,0.029270687,0.134246575,0.02885048,0,1,0,72,0.489795918,3,TRUE,0.249167483,147,5,48.78762481,0.019782399,0.134246575,0.01958927,0,1,0,72,0.489795918,3,TRUE,0.229046474,147,5,97.67378978,0.023762853,0.080547945,0.023484911,0,1,0,72,0.489795918,3,FALSE,0.22653491,147,5,72.18777037,0.017562412,0.080547945,0.017409975,0,1,0,72,0.489795918,3,FALSE,0.224222663,147,5,48.78762481,0.011869439,0.080547945,0.01179955,0,1,0,72,0.489795918,3,FALSE
372,"Treinen, Blake",595014,2021,rhp,20768514.11,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
373,"Conforto, Michael",624424,2025,dh-rf,17000000,2025,0.135233022,46,2,24.35327982,0.009874764,0.042009132,0.009826328,0,0,0,0,0,3,TRUE,0.133922621,46,2,18.32674309,0.007431125,0.042009132,0.00740365,0,0,0,0,0,3,TRUE,0.132687764,46,2,12.64763738,0.005128362,0.042009132,0.005115257,0,0,0,0,0,3,TRUE,0.190027224,89,4,33.3787289,0.008120641,0.048767123,0.008087846,0,0,0,0,0,5,TRUE,0.188655934,89,4,22.86779342,0.005563458,0.048767123,0.005548039,0,0,0,0,0,5,TRUE,0.187560222,89,4,14.46915585,0.003520171,0.048767123,0.003513989,0,0,0,0,0,5,TRUE
374,"Kershaw, Clayton",477132,2022,lhp-s,18681946.58,2022,0.186768242,84,3,68.36015179,0.027718665,0.076712329,0.027341457,0,1,0,72,0.857142857,2,FALSE,0.184451831,84,3,53.84765767,0.021834141,0.076712329,0.02159919,0,1,0,72,0.857142857,2,FALSE,0.182130451,84,3,39.27808837,0.015926474,0.076712329,0.015800978,0,1,0,72,0.857142857,2,FALSE,0.169873911,84,3,68.36015179,0.016631199,0.046027397,0.016494415,0,1,0,72,0.857142857,2,FALSE,0.168484064,84,3,53.84765767,0.013100484,0.046027397,0.013015415,0,1,0,72,0.857142857,2,FALSE,0.167091236,84,3,39.27808837,0.009555884,0.046027397,0.009510516,0,1,0,72,0.857142857,2,FALSE
375,"Yates, Kirby",489446,2025,rhp,13000000,2025,0.390295573,530,2,345.4436333,0.140070435,0.484018265,0.131090046,1,1,1,530,1,3,TRUE,0.375776991,530,2,204.3490344,0.082859417,0.484018265,0.079605151,1,1,1,530,1,3,TRUE,0.365191468,530,2,101.4767273,0.041146769,0.484018265,0.040322768,1,1,1,530,1,3,TRUE,0.344278372,570,4,356.8333206,0.086813234,0.312328767,0.083249776,1,1,1,570,1,5,TRUE,0.335118193,570,4,209.3403939,0.050929988,0.312328767,0.049675475,1,1,1,570,1,5,TRUE,0.328533191,570,4,103.1382066,0.025092279,0.312328767,0.024782637,1,1,1,570,1,5,TRUE
376,"Syndergaard, Noah",592789,2023,rhp-s,13719876.72,2023,0.515984411,737,2,640.3820288,0.259662014,0.673059361,0.230843442,1,1,1,737,1,3,TRUE,0.494490391,737,2,428.346636,0.173685933,0.673059361,0.160149167,1,1,1,737,1,3,TRUE,0.476594033,737,2,251.8016625,0.102100502,0.673059361,0.097217906,1,1,1,737,1,3,TRUE,0.355406338,737,2,640.3820288,0.155797208,0.403835616,0.144790329,1,1,1,737,1,3,FALSE,0.342509926,737,2,428.346636,0.10421156,0.403835616,0.09913156,1,1,1,737,1,3,FALSE,0.331772111,737,2,251.8016625,0.061260301,0.403835616,0.059457165,1,1,1,737,1,3,FALSE
377,"Kershaw, Clayton",477132,2024,lhp-s,10251176.96,2024,0.270500295,179,5,106.3882004,0.043138272,0.16347032,0.042233739,0,1,0,116,0.648044693,3,TRUE,0.265455627,179,5,74.73002318,0.030301519,0.16347032,0.029851496,0,1,0,116,0.648044693,3,TRUE,0.261166244,179,5,47.71404783,0.019347085,0.16347032,0.01916231,0,1,0,116,0.648044693,3,TRUE,0.256047371,191,6,109.6876938,0.02668569,0.104657534,0.026335838,0,1,0,116,0.607329843,4,FALSE,0.252853543,191,6,76.40998142,0.018589625,0.104657534,0.01841895,0,1,0,116,0.607329843,4,FALSE,0.250177096,191,6,48.39706788,0.011774422,0.104657534,0.011705643,0,1,0,116,0.607329843,4,FALSE
378,"Martinez, J.D.",502110,2023,rf,10553751.32,2023,0.115388936,2,2,0.833724039,0.000338058,0.001826484,0.000338001,0,0,0,0,0,3,TRUE,0.115329413,2,2,0.573009594,0.000232344,0.001826484,0.000232317,0,0,0,0,0,3,TRUE,0.115277937,2,2,0.347547887,0.000140924,0.001826484,0.000140914,0,0,0,0,0,3,TRUE,0.115049053,2,2,0.833724039,0.000202835,0.00109589,0.000202814,0,0,0,0,0,3,FALSE,0.115013339,2,2,0.573009594,0.000139406,0.00109589,0.000139397,0,0,0,0,0,3,FALSE,0.114982453,2,2,0.347547887,8.46E-05,0.00109589,8.46E-05,0,0,0,0,0,3,FALSE
379,"Brasier, Ryan",518489,2024,rhp,9226059.264,2024,0.13653102,156,1,52.70013144,0.021368842,0.142465753,0.021143729,0,0,0,0,0,3,TRUE,0.132257625,156,1,31.17504546,0.012640853,0.142465753,0.012561624,0,0,0,0,0,3,TRUE,0.129141887,156,1,15.48106942,0.006277262,0.142465753,0.006257642,0,0,0,0,0,3,TRUE,0.110825094,156,1,52.70013144,0.012821305,0.085479452,0.012739808,0,0,0,0,0,4,FALSE,0.108261058,156,1,31.17504546,0.007584512,0.085479452,0.007555894,0,0,0,0,0,4,FALSE,0.106391615,156,1,15.48106942,0.003766357,0.085479452,0.003759282,0,0,0,0,0,4,FALSE
380,"Heyward, Jason",518792,2024,rf-cf,9226059.264,2024,0.252983475,148,5,74.63502303,0.030262999,0.135159817,0.029814108,0,1,0,0,0,3,TRUE,0.248647393,148,5,50.38636709,0.020430657,0.135159817,0.020224751,0,1,0,0,0,3,TRUE,0.245005406,148,5,29.94300014,0.012141283,0.135159817,0.012068169,0,1,0,0,0,3,TRUE,0.226512259,148,5,74.63502303,0.018157799,0.08109589,0.017994915,0,1,0,0,0,4,FALSE,0.22391061,148,5,50.38636709,0.012258394,0.08109589,0.012183868,0,1,0,0,0,4,FALSE,0.221725418,148,5,29.94300014,0.00728477,0.08109589,0.007258364,0,1,0,0,0,4,FALSE
381,"Kelly, Joe",,2024,rhp,8200941.568,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
382,"Anderson, Tyler",,2022,lhp-s,8791504.272,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
383,"Kershaw, Clayton",477132,2025,lhp-s,7500000,2025,0.39891874,403,5,381.5091307,0.154694268,0.36803653,0.143835606,1,1,1,309,0.76674938,3,TRUE,0.387828652,403,5,296.3513325,0.120164496,0.36803653,0.113475546,1,1,1,309,0.76674938,3,TRUE,0.37716419,403,5,213.3336252,0.086502488,0.36803653,0.082963811,1,1,1,309,0.76674938,3,TRUE,0.377449679,487,8,405.4309284,0.098636445,0.266849315,0.094069815,1,1,1,381,0.782340862,5,TRUE,0.369658753,487,8,308.366369,0.075021811,0.266849315,0.072340951,1,1,1,381,0.782340862,5,TRUE,0.362573066,487,8,218.1434796,0.053071672,0.266849315,0.051711296,1,1,1,381,0.782340862,5,TRUE
384,"Paxton, James",572020,2024,lhp-s,7175823.872,2024,0.49771312,608,4,549.2308943,0.222702065,0.555251142,0.201063217,1,1,1,540,0.888157895,3,TRUE,0.479791261,608,4,382.1784034,0.154965645,0.555251142,0.144070599,1,1,1,540,0.888157895,3,TRUE,0.463992216,608,4,236.3320319,0.095827879,0.555251142,0.091510131,1,1,1,540,0.888157895,3,TRUE,0.393812804,647,5,558.1115183,0.135781787,0.354520548,0.127321213,1,1,1,540,0.834621329,4,FALSE,0.38251685,647,5,386.7000301,0.094079444,0.354520548,0.089913319,1,1,1,540,0.834621329,4,FALSE,0.372703267,647,5,238.1703882,0.057943977,0.354520548,0.05632738,1,1,1,540,0.834621329,4,FALSE
385,"Hudson, Daniel",448745,2022,rhp,7692566.238,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
386,"Hernández, Kiké",,2025,ss-cf,6500000,2025,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE
387,"Peralta, David",444482,2023,lf,6859938.358,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
388,"Hernández, Kiké",,2024,ss,4100470.784,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
389,"Wood, Alex",,2020,lhp-s,4969210.844,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
390,"Duffy, Danny",518633,2022,lhp-s,3296814.102,2022,0.134909763,42,2,29.81439036,0.012089135,0.038356164,0.012016645,0,0,0,42,1,2,FALSE,0.133766857,42,2,23.80727426,0.00965337,0.038356164,0.009607074,0,0,0,42,1,2,FALSE,0.132592882,42,2,17.63686256,0.007151393,0.038356164,0.007125943,0,0,0,42,1,2,FALSE,0.126761549,42,2,29.81439036,0.007253481,0.023013699,0.007227301,0,0,0,42,1,2,FALSE,0.126075805,42,2,23.80727426,0.005792022,0.023013699,0.005775313,0,0,0,42,1,2,FALSE,0.12537142,42,2,17.63686256,0.004290836,0.023013699,0.004281656,0,0,0,42,1,2,FALSE
391,"Miller, Shelby",571946,2023,rhp-s,1583062.698,2023,0.087490907,35,1,16.04918776,0.006507622,0.03196347,0.006486539,0,0,0,0,0,3,TRUE,0.08644924,35,1,11.03043468,0.004472619,0.03196347,0.004462647,0,0,0,0,0,3,TRUE,0.085548422,35,1,6.690296823,0.002712781,0.03196347,0.002709108,0,0,0,0,0,3,TRUE,0.081401027,35,1,16.04918776,0.003904573,0.019178082,0.00389697,0,0,0,0,0,3,FALSE,0.080776026,35,1,11.03043468,0.002683571,0.019178082,0.002679977,0,0,0,0,0,3,FALSE,0.080235536,35,1,6.690296823,0.001627668,0.019178082,0.001626345,0,0,0,0,0,3,FALSE
392,"Nelson, Jimmy",519076,2023,rhp,1266450.158,2023,0.495082139,547,5,631.6737017,0.256130963,0.499543379,0.228036332,1,1,1,445,0.813528336,3,TRUE,0.480097934,547,5,494.1576684,0.200370981,0.499543379,0.18263066,1,1,1,445,0.813528336,3,TRUE,0.465543641,547,5,358.6782625,0.145436811,0.499543379,0.135786058,1,1,1,445,0.813528336,3,TRUE,0.371771457,547,5,631.6737017,0.153678578,0.299726027,0.1429556,1,1,1,445,0.813528336,3,FALSE,0.362780934,547,5,494.1576684,0.120222589,0.299726027,0.113527405,1,1,1,445,0.813528336,3,FALSE,0.354048358,547,5,358.6782625,0.087262086,0.299726027,0.083662689,1,1,1,445,0.813528336,3,FALSE
393,"Nelson, Jimmy",519076,2022,rhp-s,769256.6238,2022,0.22470884,116,4,81.51014209,0.033050721,0.105936073,0.032516289,1,1,1,14,0.120689655,2,FALSE,0.221340603,116,4,58.7309576,0.02381422,0.105936073,0.023535085,1,1,1,14,0.120689655,2,FALSE,0.21828197,116,4,38.23467603,0.015503391,0.105936073,0.015384441,1,1,1,14,0.120689655,2,FALSE,0.201944078,116,4,81.51014209,0.019830432,0.063561644,0.019636371,1,1,1,14,0.120689655,2,FALSE,0.199923136,116,4,58.7309576,0.014288532,0.063561644,0.014187413,1,1,1,14,0.120689655,2,FALSE,0.198087956,116,4,38.23467603,0.009302035,0.063561644,0.009259037,1,1,1,14,0.120689655,2,FALSE
394,"García, Luis",699090,2025,rhp,,2025,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE
395,"Hudson, Daniel",448745,2024,rhp,,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
396,"Wilson, Justin",679655,2024,lhp,,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
397,"Betances, Dellin",476454,2022,rhp,,2022,0.125992456,25,2,13.84242444,0.005612824,0.02283105,0.005597131,1,1,1,0,0,2,FALSE,0.125248408,25,2,9.513749911,0.003857634,0.02283105,0.003850212,1,1,1,0,0,2,FALSE,0.124604967,25,2,5.77038101,0.002339773,0.02283105,0.00233704,1,1,1,0,0,2,FALSE,0.121411165,25,2,13.84242444,0.003367695,0.01369863,0.003362037,1,1,1,0,0,2,FALSE,0.120964736,25,2,9.513749911,0.00231458,0.01369863,0.002311906,1,1,1,0,0,2,FALSE,0.120578671,25,2,5.77038101,0.001403864,0.01369863,0.001402879,1,1,1,0,0,2,FALSE
398,"Pillar, Kevin",607680,2022,cf,,2022,0.078843508,14,1,8.695863856,0.003525998,0.012785388,0.003519796,0,1,0,0,0,2,FALSE,0.07846254,14,1,6.943788325,0.002815566,0.012785388,0.00281161,0,1,0,0,0,2,FALSE,0.078071215,14,1,5.144084912,0.002085823,0.012785388,0.002083651,0,1,0,0,0,2,FALSE,0.076212588,14,1,8.695863856,0.002115599,0.007671233,0.002113364,0,1,0,0,0,2,FALSE,0.075984006,14,1,6.943788325,0.00168934,0.007671233,0.001687914,0,1,0,0,0,2,FALSE,0.075749211,14,1,5.144084912,0.001251494,0.007671233,0.001250711,0,1,0,0,0,2,FALSE
399,"Nelson, Jimmy",519076,2021,rhp-s,,2021,0.116322317,83,1,81.09452066,0.032882195,0.075799087,0.032353142,1,1,1,0,0,1,FALSE,0.114063716,83,1,64.75529,0.026256966,0.075799087,0.025918169,1,1,1,0,0,1,FALSE,0.111743718,83,1,47.97189872,0.019451639,0.075799087,0.019264874,1,1,1,0,0,1,FALSE,0.098699873,83,1,81.09452066,0.019729317,0.045479452,0.019537216,1,1,1,0,0,1,FALSE,0.097344712,83,1,64.75529,0.015754179,0.045479452,0.015631371,1,1,1,0,0,1,FALSE,0.095952713,83,1,47.97189872,0.011670983,0.045479452,0.011603403,1,1,1,0,0,1,FALSE
400,"Garcia, Avisail",541645,2022,rf-dh,58243715.8,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
401,"Soler, Jorge",624585,2022,dh-rf,39561769.22,2022,0.157212151,29,3,13.66123867,0.005539357,0.026484018,0.005524071,0,0,0,0,0,2,FALSE,0.156372004,29,3,9.981394912,0.004047255,0.026484018,0.004039086,0,0,0,0,0,2,FALSE,0.155605685,29,3,6.624918611,0.002686271,0.026484018,0.002682669,0,0,0,0,0,2,FALSE,0.152140256,29,3,13.66123867,0.003323614,0.015890411,0.003318103,0,0,0,0,0,2,FALSE,0.151636168,29,3,9.981394912,0.002428353,0.015890411,0.002425409,0,0,0,0,0,2,FALSE,0.151176376,29,3,6.624918611,0.001611763,0.015890411,0.001610465,0,0,0,0,0,2,FALSE
402,"Dickerson, Corey",572816,2020,lf,21740297.44,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
